ogc_fid,objectid,epi_name,lga_code,lga_name,published_,commenced_,currency_d,amendment,map_type,map_name,lay_name,lay_class,h_id,h_name,sig,label,legis_ref_,legis_re_1,legis_re_2,pco_ref_ke,epi_type,sym_code,cadid,shape.star,item_no,item_name,item_link,ho_id,address,suburb,lga,informatio,verifiedad,longitude,latitude,locationco,postcode
"9230","1175",Griffith Local Environmental Plan 2014,"3450",GRIFFITH,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,,,,,Item - Archaeological,A1,Griffith General Cemetery,Local,,,,,2014-137,LEP,,"108012440",9.667538507e-06,,,,,,,,,,,,,
"9231","1176",Griffith Local Environmental Plan 2014,"3450",GRIFFITH,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,,,,,Item - Archaeological,A3,Bagtown Cemetery,Local,,,,,2014-137,LEP,,"108012440",5.23101335e-07,"1069",Bagtown Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1670010,"1670010",Pedley Road,Hanwood,Griffith,"0","0","0","0","0","0"
"9232","1177",Griffith Local Environmental Plan 2014,"3450",GRIFFITH,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,2014/03/21 00:00:00.000,,,,,Item - Archaeological,A4,Yenda General Cemetery,Local,,,,,2014-137,LEP,,"108012440",7.867539807e-06,,,,,,,,,,,,,
"9274","1225",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A70,North Coast Railway Group - Urunga Rail Bridge,Local,,,,,2010-418,LEP,,"108012380",1.134202193e-06,,,,,,,,,,,,,
"9280","1233",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A20,Briggsvale Tramway Group - Tramline Road,Local,,,,,2010-418,LEP,,"108012380",3.2172664305e-05,,,,,,,,,,,,,
"9283","1236",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A31,Dorrigo Railway Station,Local,,,,,2010-418,LEP,,"108012380",5.603709724e-06,,,,,,,,,,,,,
"9287","1242",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A113,Training wall,Local,,,,,2011-84,LEP,,"108012523",6.354023753e-06,,,,,,,,,,,,,
"9318","1282",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A15,Dorrigo-Glenreagh Railway Station Group - Briggsvale Railway Station,Local,,,,,2010-418,LEP,,"108012380",3.879978067e-06,,,,,,,,,,,,,
"9320","1284",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A22,Railway Bridge,Local,,,,,2010-418,LEP,,"108012380",2.95806331e-07,,,,,,,,,,,,,
"9339","1320",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A10,Graves on Marx Hill,Local,,,,,2010-418,LEP,,"108012380",1.579692707e-06,"10395",Graves on Marx Hill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110144,"1110144",913 Waterfall Way,Bellingen,Bellingen,"0","0","0","0","0","0"
"9340","1321",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A25,Dorrigo Hydro-power plant,Local,,,,,2010-418,LEP,,"108012380",2.022067747e-06,,,,,,,,,,,,,
"9341","1322",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A75,Urunga Breakwater and training Walls,Local,,,,,2010-418,LEP,,"108012380",6.411652521e-06,,,,,,,,,,,,,
"9346","1327",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A30,Dorrigo Railway Station Building,Local,,,,,2010-418,LEP,,"108012380",5.603709724e-06,,,,,,,,,,,,,
"9364","1360",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A46,Syndicate Tramway - Top Station,Local,,,,,2010-418,LEP,,"108012380",6.78414381e-07,"27810",Syndicate Tramway - Top Station,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110064,"1110064",Near Slingsbys Road - within Dorrigo National Park,Never Never,Bellingen,"0","0","0","0","0","0"
"9393","1393",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A49,Slingsbys Road Group - Box Cutting,Local,,,,,2010-418,LEP,,"108012380",6.78330707e-07,,,,,,,,,,,,,
"9400","1406",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A83,Cow Bails,Local,,,,,2010-418,LEP,,"108012380",2.647584688e-05,"5821",Cow Bails,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110098,"1110098",771 Valery Road,Valery,Bellingen,"0","0","0","0","0","0"
"9415","1447",Lane Cove Local Environmental Plan 2009,"4700",LANE COVE,2010/02/19 00:00:00.000,2010/02/19 00:00:00.000,2017/12/15 00:00:00.000,,,,,Item - Archaeological,A6,"Chicago Mills, 160 Epping Road",Local,,,,,2010-49,LEP,,"108012404",6.087801921e-06,,,,,,,,,,,,,
"9443","1485",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A69,Ruined Drougher,Local,,,,,2010-418,LEP,,"108012380",4.2473403e-08,"23975",Ruined drougher,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110063,"1110063",George Street - Riverbank adjacent to Crown Reserve on Lot 7013 DP1053493,Mylestom,Bellingen,"0","0","0","0","0","0"
"9445","1489",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A55,Lillian McAteer Burial site,Local,,,,,2010-418,LEP,,"108012380",6.36138793e-07,"17989",Lillian McAteer burial site,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110142,"1110142",7 Walter Street,Raleigh,Bellingen,"0","0","0","0","0","0"
"9457","1502",Wingecarribee Local Environmental Plan 2010,"8350",WINGECARRIBEE,2010/06/16 00:00:00.000,2010/06/16 00:00:00.000,2018/06/15 00:00:00.000,,,,,Item - Archaeological,A221,Bong Bong Obelisk,State,,,,,2010-245,LEP,,"108012504",4.177756637e-06,,,,,,,,,,,,,
"9560","1682",Wingecarribee Local Environmental Plan 2010,"8350",WINGECARRIBEE,2010/06/16 00:00:00.000,2010/06/16 00:00:00.000,2018/06/15 00:00:00.000,,,,,Item - Archaeological,A1191,Bong Bong Common,Local,,,,,2010-245,LEP,,"108012504",4.5538015456e-05,"2155",Bong Bong Causeway,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=2681879,"2681879",Moss Vale Road,Bong Bong,Wingecarribee,"0","0","0","0","0","0"
"9561","1683",Port Macquarie-Hastings Local Environmental Plan 2011,"6380",PORT MACQUARIE-HASTINGS,2011/02/23 00:00:00.000,2011/02/23 00:00:00.000,2015/12/11 00:00:00.000,,,,,Item - Archaeological,A058,Old Gordon St bridge abutments,Local,,,,,2011-84,LEP,,"108012523",1.65930942e-07,,,,,,,,,,,,,
"9569","1698",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A27,Ruined Timber Mill,Local,,,,,2010-418,LEP,,"108012380",2.688658242e-06,,,,,,,,,,,,,
"9572","1701",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A71,Former Urunga Bridge,Local,,,,,2010-418,LEP,,"108012380",4.2471584e-08,"9322",Former Urunga Bridge,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110110,"1110110",Banks of Kalang River below Dolphin Court and the Pacific Highway corridor,Urunga,Bellingen,"0","0","0","0","0","0"
"9574","1703",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A61,North Coast Railway Group - Repton Rail Bridge,Local,,,,,2010-418,LEP,,"108012380",2.731867426e-06,"25791",Smith and Moran Timber Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110103,"1110103","Mylestom Drive, Riverbank east and west of Repton Rail Bridge",Repton,Bellingen,"0","0","0","0","0","0"
"9575","1704",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A35,Waterfall Way (old Trunk Road 76) Group - Bellingen-Dorrigo Road,Local,,,,,2010-418,LEP,,"108012380",2.8785866107e-05,,,,,,,,,,,,,
"9614","1755",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A67,Willis Timber Mill Group - Timber Mill No.1,Local,,,,,2010-418,LEP,,"108012380",1.591372438e-06,,,,,,,,,,,,,
"9616","1757",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A44,Workers Cottage BT Timber Mill,Local,,,,,2010-418,LEP,,"108012380",6.8708630806e-05,,,,,,,,,,,,,
"9619","1761",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A84,O'Briens Timber Mill,Local,,,,,2010-418,LEP,,"108012380",3.566342275e-05,"20662",O'Briens Timber Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110062,"1110062",804 Valery Road,Valery,Bellingen,"0","0","0","0","0","0"
"9627","1769",Upper Lachlan Local Environmental Plan 2010,"7640",UPPER LACHLAN,2010/07/09 00:00:00.000,2010/07/09 00:00:00.000,2012/11/09 00:00:00.000,,,,,Item - General,I44,Wheat Sheaf Inn ruins,Local,,,,,2010-368,LEP,,"108012418",1.7415550246e-05,,,,,,,,,,,,,
"9636","1778",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A59,Cow Bails,Local,,,,,2010-418,LEP,,"108012380",1.1192145394e-05,"5821",Cow Bails,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110098,"1110098",771 Valery Road,Valery,Bellingen,"0","0","0","0","0","0"
"9654","1796",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A68,Ellis Timber Mill,Local,,,,,2010-418,LEP,,"108012380",4.2471584e-08,"7575",Ellis Timber Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110055,"1110055","Banks of Kalang River, Allison Place",Urunga,Bellingen,"0","0","0","0","0","0"
"9655","1797",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A52,Silo,Local,,,,,2010-418,LEP,,"108012380",1.6866356418e-05,"25399",Silo,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110141,"1110141",77 Keevers Drive - formerly Pacific Highway,Raleigh,Bellingen,"0","0","0","0","0","0"
"9697","1839",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A58,Separator Room,Local,,,,,2010-418,LEP,,"108012380",1.1192145394e-05,"5821",Cow Bails,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110098,"1110098",771 Valery Road,Valery,Bellingen,"0","0","0","0","0","0"
"9698","1840",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A54,Raleigh Butter Factory,Local,,,,,2010-418,LEP,,"108012380",2.270744972e-06,"22559",Raleigh Butter Factory,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110140,"1110140",1 North Street,Raleigh,Bellingen,"0","0","0","0","0","0"
"9704","1846",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A76,Traffic Bridge,Local,,,,,2010-418,LEP,,"108012380",4.2455667e-08,"29787",Traffic Bridge,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110058,"1110058","Orara Street, bridge over rail corridor at junction of Pilot, Fitzroy and Railway Streets",Urunga,Bellingen,"0","0","0","0","0","0"
"9753","1896",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A24,Power Station Reservoir,Local,,,,,2010-418,LEP,,"108012380",2.252754257e-06,,,,,,,,,,,,,
"9756","1899",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2013/08/16 00:00:00.000,2013/08/16 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 3,,,,Item - Archaeological,A26,Dam and Weir,Local,,,,,2010-418,LEP,,"108012380",8.23717073e-07,,,,,,,,,,,,,
"9757","1900",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A4,Bellingen Butter Factory Building 2,Local,,,,,2010-418,LEP,,"108012380",3.18314505e-07,,,,,,,,,,,,,
"9780","1923",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A62,Smith and Moran Timber Mill,Local,,,,,2010-418,LEP,,"108012380",8.4858129e-08,,,,,,,,,,,,,
"9795","1942",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A12,Gordonville Cutting Waterfall Way (old Trunk Road 76) Group - Bellingen-Dorrigo Road,Local,,,,,2010-418,LEP,,"108012380",2.421995305e-06,,,,,,,,,,,,,
"9800","1947",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A63,North Coast Railway Group - Repton Rail Tunnel,Local,,,,,2010-418,LEP,,"108012380",1.506432454e-06,"20478",North Coast Railway Group - Repton Rail Tunnel,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110138,"1110138","Tuckers Rock Road, North Coast Railway",Repton,Bellingen,"0","0","0","0","0","0"
"9809","1956",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A18,Briggsvale Tramway Group - Trestle Bridge,Local,,,,,2010-418,LEP,,"108012380",6.77269782e-07,,,,,,,,,,,,,
"9812","1959",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A56,Kellys Cow Bails,Local,,,,,2010-418,LEP,,"108012380",2.9055918276e-05,"17283",Kelly's Cow Bails,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110091,"1110091",269 Yellow Rock Road,Raleigh,Bellingen,LGOV,269 YELLOW ROCK ROAD RALEIGH,"153.0224929","-30.47357698",Great,"2454"
"9814","1961",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A5,"Doepel Park, Doepel Shipyard and Cahills Wharf",Local,,,,,2010-418,LEP,,"108012380",8.9517926e-08,"6403","Doepel Park, Doepel Shipyard and Cahills Wharf",http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110111,"1110111",17 Doepel Street,Bellingen,Bellingen,"0","0","0","0","0","0"
"9829","1976",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A23,Race,Local,,,,,2010-418,LEP,,"108012380",8.062662801e-06,,,,,,,,,,,,,
"9830","1977",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A9,Black Jimmys burial site - Bellingen Cemetery,Local,,,,,2010-418,LEP,,"108012380",2.686956122e-06,,,,,,,,,,,,,
"9853","2000",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A48,Slingsbys Road Group - Hut,Local,,,,,2010-418,LEP,,"108012380",6.78304332e-07,,,,,,,,,,,,,
"9859","2006",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A14,Briggsvale Timber Mill Group - Bellis and Morcam Steam Engine,Local,,,,,2010-418,LEP,,"108012380",3.879978067e-06,,,,,,,,,,,,,
"9860","2007",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A41,Leigh Railway Station,Local,,,,,2010-418,LEP,,"108012380",3.260435733e-06,,,,,,,,,,,,,
"9867","2014",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A29,Workers Cottage,Local,,,,,2010-418,LEP,,"108012380",5.603709724e-06,,,,,,,,,,,,,
"9877","2024",Tweed Local Environmental Plan 2014,"7550",TWEED,2014/04/04 00:00:00.000,2014/04/04 00:00:00.000,2014/04/04 00:00:00.000,,,,,Item - Archaeological,A1,Burringbar Railway Station,Local,,,,,2014-177,LEP,,"108012500",3.41106e-09,,,,,,,,,,,,,
"9930","2079",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A60,Ruined Timber Mill,Local,,,,,2010-418,LEP,,"108012380",3.96845735e-07,"23977",Ruined Timber Mill,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110104,"1110104",172-174 Mylestom Drive,Repton,Bellingen,LGOV,172 MYLESTOM DRIVE REPTON,"153.0254435","-30.44267953",Great,"2454"
"9931","2080",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A72,Urunga General Cemetery,Local,,,,,2010-418,LEP,,"108012380",3.059469236e-06,"30278",Urunga General Cemetery,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110060,"1110060",110 Hungry Head Road,Urunga,Bellingen,"0","0","0","0","0","0"
"9946","2104",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2011/11/11 00:00:00.000,2011/11/11 00:00:00.000,2013/08/16 00:00:00.000,Amendment No 1,,,,Item - Archaeological,A77,Milk Stand,Local,,,,,2010-418,LEP,,"108012380",3.9991040012e-05,"19300",Milk Stand,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110097,"1110097",40 Briggenshaws Road or adjoining road reserve at corner of Briggenshaws and Valery roads,Valery,Bellingen,"0","0","0","0","0","0"
"9953","2111",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A38,'Weeping Jennie' Waterfall Way (old Trunk Road 76) Group - Bellingen-Dorrigo Road,Local,,,,,2010-418,LEP,,"108012380",6.78601737e-07,,,,,,,,,,,,,
"9965","2123",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A37,Newell Falls Culvert Waterfall Way (old Trunk Road 76) Group - Bellingen-Dorrigo Road,Local,,,,,2010-418,LEP,,"108012380",6.78698143e-07,,,,,,,,,,,,,
"9983","2145",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A45,Ruined Drougher,Local,,,,,2010-418,LEP,,"108012380",4.2463398e-08,"23974",Ruined Drougher,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110056,"1110056","Banks of Kalang River, Allison Place",Urunga,Bellingen,"0","0","0","0","0","0"
"9984","2146",Bellingen Local Environmental Plan 2010,"600",BELLINGEN,2010/08/06 00:00:00.000,2010/08/06 00:00:00.000,2013/08/16 00:00:00.000,,,,,Item - Archaeological,A7,Ruined wharf,Local,,,,,2010-418,LEP,,"108012380",3.1299805e-08,"23978",Ruined Wharf,http://www.environment.nsw.gov.au/heritageapp/ViewHeritageItemDetails.aspx?ID=1110116,"1110116",Crown Reserve 45826 & Ford Street Road Reserve,Bellingen,Bellingen,"0","0","0","0","0","0"
